year0,orig,dest,orig_code,dest_code,flow
2000,AFG,MYS,4,458,0
2000,AFG,NGA,4,566,0
2000,AFG,NPL,4,524,0
2000,AFG,PAK,4,586,0
2000,AFG,PER,4,604,0
2000,AFG,PHL,4,608,0
2000,AFG,POL,4,616,1
2000,AFG,PRK,4,408,0
2000,AFG,RUS,4,643,6849
2000,AFG,SAU,4,682,0
2000,AFG,THA,4,764,0
2000,AFG,TUR,4,792,0
2000,AFG,TZA,4,834,0
2000,AFG,UGA,4,800,0
2000,AFG,UKR,4,804,51
2000,AFG,USA,4,840,0
2000,AFG,UZB,4,860,4
2000,AFG,VEN,4,862,0
2000,AFG,VNM,4,704,0
2000,AFG,YEM,4,887,0
2000,AFG,ZAF,4,710,0
2000,AGO,AFG,24,4,0
2000,AGO,AGO,24,24,0
2000,AGO,ARG,24,32,0
2000,AGO,AUS,24,36,0
2000,AGO,BGD,24,50,0
2000,AGO,BRA,24,76,0
2000,AGO,CAN,24,124,0
2000,AGO,CHN,24,156,0
2000,AGO,CIV,24,384,0
2000,AGO,CMR,24,120,0
2000,AGO,COD,24,180,0
2000,AGO,COL,24,170,0
2000,AGO,DEU,24,276,0
2000,AGO,DZA,24,12,0
2000,AGO,EGY,24,818,0
2000,AGO,ESP,24,724,0
2000,AGO,ETH,24,231,0
2000,AGO,FRA,24,250,0
2000,AGO,GBR,24,826,0
2000,AGO,GHA,24,288,0
2000,AGO,IDN,24,360,0
2000,AGO,IND,24,356,0
2000,AGO,IRN,24,364,0
2000,AGO,IRQ,24,368,0
2000,AGO,ITA,24,380,0
2000,AGO,JPN,24,392,0
2000,AGO,KEN,24,404,0
2000,AGO,KOR,24,410,0
2000,AGO,MAR,24,504,0
2000,AGO,MDG,24,450,0
2000,AGO,MEX,24,484,0
2000,AGO,MMR,24,104,0
2000,AGO,MOZ,24,508,0
2000,AGO,MYS,24,458,0
2000,AGO,NGA,24,566,0
2000,AGO,NPL,24,524,0
2000,AGO,PAK,24,586,0
2000,AGO,PER,24,604,0
2000,AGO,PHL,24,608,0
2000,AGO,POL,24,616,0
2000,AGO,PRK,24,408,0
2000,AGO,RUS,24,643,0
2000,AGO,SAU,24,682,0
2000,AGO,THA,24,764,0
2000,AGO,TUR,24,792,0
2000,AGO,TZA,24,834,0
2000,AGO,UGA,24,800,0
2000,AGO,UKR,24,804,0
2000,AGO,USA,24,840,0
2000,AGO,UZB,24,860,0
2000,AGO,VEN,24,862,0
2000,AGO,VNM,24,704,0
2000,AGO,YEM,24,887,0
2000,AGO,ZAF,24,710,709
2000,ARG,AFG,32,4,1
2000,ARG,AGO,32,24,65
2000,ARG,ARG,32,32,0
2000,ARG,AUS,32,36,248
2000,ARG,BGD,32,50,0
2000,ARG,BRA,32,76,5275
2000,ARG,CAN,32,124,1295
2000,ARG,CHN,32,156,0
2000,ARG,CIV,32,384,0
2000,ARG,CMR,32,120,5
2000,ARG,COD,32,180,0
2000,ARG,COL,32,170,697
2000,ARG,DEU,32,276,10452
2000,ARG,DZA,32,12,7
2000,ARG,EGY,32,818,3
2000,ARG,ESP,32,724,188934
2000,ARG,ETH,32,231,0
2000,ARG,FRA,32,250,2005
2000,ARG,GBR,32,826,4017
2000,ARG,GHA,32,288,4
2000,ARG,IDN,32,360,16
2000,ARG,IND,32,356,0
2000,ARG,IRN,32,364,46
2000,ARG,IRQ,32,368,3
2000,ARG,ITA,32,380,24487
2000,ARG,JPN,32,392,94
2000,ARG,KEN,32,404,0
2000,ARG,KOR,32,410,17
2000,ARG,MAR,32,504,0
2000,ARG,MDG,32,450,0
2000,ARG,MEX,32,484,885
2000,ARG,MMR,32,104,0
2000,ARG,MOZ,32,508,16
2000,ARG,MYS,32,458,1
2000,ARG,NGA,32,566,0
2000,ARG,NPL,32,524,0
2000,ARG,PAK,32,586,0
2000,ARG,PER,32,604,0
2000,ARG,PHL,32,608,95
2000,ARG,POL,32,616,309
2000,ARG,PRK,32,408,1
2000,ARG,RUS,32,643,1656
2000,ARG,SAU,32,682,0
2000,ARG,THA,32,764,75
2000,ARG,TUR,32,792,36
2000,ARG,TZA,32,834,0
2000,ARG,UGA,32,800,1
2000,ARG,UKR,32,804,19
2000,ARG,USA,32,840,4386
2000,ARG,UZB,32,860,1
2000,ARG,VEN,32,862,2037
2000,ARG,VNM,32,704,1
2000,ARG,YEM,32,887,0
2000,ARG,ZAF,32,710,2210
2000,AUS,AFG,36,4,0
2000,AUS,AGO,36,24,35
2000,AUS,ARG,36,32,80
2000,AUS,AUS,36,36,0
2000,AUS,BGD,36,50,0
2000,AUS,BRA,36,76,355
2000,AUS,CAN,36,124,3689
2000,AUS,CHN,36,156,0
2000,AUS,CIV,36,384,0
2000,AUS,CMR,36,120,7
2000,AUS,COD,36,180,0
2000,AUS,COL,36,170,71
2000,AUS,DEU,36,276,24759
2000,AUS,DZA,36,12,74
2000,AUS,EGY,36,818,44
2000,AUS,ESP,36,724,10118
2000,AUS,ETH,36,231,0
2000,AUS,FRA,36,250,2644
2000,AUS,GBR,36,826,25636
2000,AUS,GHA,36,288,40
2000,AUS,IDN,36,360,2749
2000,AUS,IND,36,356,0
2000,AUS,IRN,36,364,0
2000,AUS,IRQ,36,368,0
2000,AUS,ITA,36,380,12085
2000,AUS,JPN,36,392,1316
2000,AUS,KEN,36,404,0
2000,AUS,KOR,36,410,1135
2000,AUS,MAR,36,504,0
2000,AUS,MDG,36,450,0
2000,AUS,MEX,36,484,4
2000,AUS,MMR,36,104,0
2000,AUS,MOZ,36,508,9
2000,AUS,MYS,36,458,720
2000,AUS,NGA,36,566,0
2000,AUS,NPL,36,524,0
2000,AUS,PAK,36,586,0
2000,AUS,PER,36,604,0
2000,AUS,PHL,36,608,356
2000,AUS,POL,36,616,615
2000,AUS,PRK,36,408,60
2000,AUS,RUS,36,643,4486
2000,AUS,SAU,36,682,0
2000,AUS,THA,36,764,2730
2000,AUS,TUR,36,792,389
2000,AUS,TZA,36,834,0
2000,AUS,UGA,36,800,1
2000,AUS,UKR,36,804,105
2000,AUS,USA,36,840,4875
2000,AUS,UZB,36,860,1
2000,AUS,VEN,36,862,164
2000,AUS,VNM,36,704,0
2000,AUS,YEM,36,887,0
2000,AUS,ZAF,36,710,37712
2000,BGD,AFG,50,4,0
2000,BGD,AGO,50,24,0
2000,BGD,ARG,50,32,39
2000,BGD,AUS,50,36,20312
2000,BGD,BGD,50,50,0
2000,BGD,BRA,50,76,247
2000,BGD,CAN,50,124,26199
2000,BGD,CHN,50,156,1241
2000,BGD,CIV,50,384,0
2000,BGD,CMR,50,120,20
2000,BGD,COD,50,180,0
2000,BGD,COL,50,170,41
2000,BGD,DEU,50,276,5778
2000,BGD,DZA,50,12,260
2000,BGD,EGY,50,818,272
2000,BGD,ESP,50,724,8603
2000,BGD,ETH,50,231,0
2000,BGD,FRA,50,250,4158
2000,BGD,GBR,50,826,102347
2000,BGD,GHA,50,288,16
2000,BGD,IDN,50,360,1137
2000,BGD,IND,50,356,593940
2000,BGD,IRN,50,364,0
2000,BGD,IRQ,50,368,0
2000,BGD,ITA,50,380,56702
2000,BGD,JPN,50,392,10963
2000,BGD,KEN,50,404,0
2000,BGD,KOR,50,410,3570
2000,BGD,MAR,50,504,2
2000,BGD,MDG,50,450,8
2000,BGD,MEX,50,484,478
2000,BGD,MMR,50,104,0
2000,BGD,MOZ,50,508,0
2000,BGD,MYS,50,458,168635
2000,BGD,NGA,50,566,0
2000,BGD,NPL,50,524,0
2000,BGD,PAK,50,586,0
2000,BGD,PER,50,604,0
2000,BGD,PHL,50,608,213
2000,BGD,POL,50,616,474
2000,BGD,PRK,50,408,158
2000,BGD,RUS,50,643,902
2000,BGD,SAU,50,682,208294
2000,BGD,THA,50,764,23757
2000,BGD,TUR,50,792,348
2000,BGD,TZA,50,834,0
2000,BGD,UGA,50,800,83
2000,BGD,UKR,50,804,40
2000,BGD,USA,50,840,79630
2000,BGD,UZB,50,860,0
2000,BGD,VEN,50,862,45
2000,BGD,VNM,50,704,3417
2000,BGD,YEM,50,887,0
2000,BGD,ZAF,50,710,4780
2000,BRA,AFG,76,4,0
2000,BRA,AGO,76,24,0
2000,BRA,ARG,76,32,1286
2000,BRA,AUS,76,36,352
2000,BRA,BGD,76,50,0
2000,BRA,BRA,76,76,0
2000,BRA,CAN,76,124,1186
2000,BRA,CHN,76,156,0
2000,BRA,CIV,76,384,0
2000,BRA,CMR,76,120,0
2000,BRA,COD,76,180,0
2000,BRA,COL,76,170,109
2000,BRA,DEU,76,276,6131
2000,BRA,DZA,76,12,19
2000,BRA,EGY,76,818,0
2000,BRA,ESP,76,724,18740
2000,BRA,ETH,76,231,0
2000,BRA,FRA,76,250,6988
2000,BRA,GBR,76,826,5774
2000,BRA,GHA,76,288,8
2000,BRA,IDN,76,360,0
2000,BRA,IND,76,356,0
2000,BRA,IRN,76,364,0
2000,BRA,IRQ,76,368,0
2000,BRA,ITA,76,380,10761
2000,BRA,JPN,76,392,13
2000,BRA,KEN,76,404,0
2000,BRA,KOR,76,410,0
2000,BRA,MAR,76,504,0
2000,BRA,MDG,76,450,0
2000,BRA,MEX,76,484,0
2000,BRA,MMR,76,104,0
2000,BRA,MOZ,76,508,0
2000,BRA,MYS,76,458,0
2000,BRA,NGA,76,566,0
2000,BRA,NPL,76,524,0
2000,BRA,PAK,76,586,0
2000,BRA,PER,76,604,0
2000,BRA,PHL,76,608,5
2000,BRA,POL,76,616,36
2000,BRA,PRK,76,408,17
2000,BRA,RUS,76,643,1681
2000,BRA,SAU,76,682,0
2000,BRA,THA,76,764,0
2000,BRA,TUR,76,792,0
2000,BRA,TZA,76,834,0
2000,BRA,UGA,76,800,0
2000,BRA,UKR,76,804,0
2000,BRA,USA,76,840,3
2000,BRA,UZB,76,860,0
2000,BRA,VEN,76,862,248
2000,BRA,VNM,76,704,0
2000,BRA,YEM,76,887,0
2000,BRA,ZAF,76,710,508
2000,CAN,AFG,124,4,0
2000,CAN,AGO,124,24,424
2000,CAN,ARG,124,32,206
2000,CAN,AUS,124,36,1874
2000,CAN,BGD,124,50,0
2000,CAN,BRA,124,76,2203
2000,CAN,CAN,124,124,0
2000,CAN,CHN,124,156,0
2000,CAN,CIV,124,384,0
2000,CAN,CMR,124,120,124
2000,CAN,COD,124,180,0
2000,CAN,COL,124,170,236
2000,CAN,DEU,124,276,47558
2000,CAN,DZA,124,12,131
2000,CAN,EGY,124,818,57
2000,CAN,ESP,124,724,30559
2000,CAN,ETH,124,231,0
2000,CAN,FRA,124,250,3893
2000,CAN,GBR,124,826,42448
2000,CAN,GHA,124,288,101
2000,CAN,IDN,124,360,750
2000,CAN,IND,124,356,0
2000,CAN,IRN,124,364,0
2000,CAN,IRQ,124,368,0
2000,CAN,ITA,124,380,15573
2000,CAN,JPN,124,392,365
2000,CAN,KEN,124,404,0
2000,CAN,KOR,124,410,878
2000,CAN,MAR,124,504,10
2000,CAN,MDG,124,450,0
2000,CAN,MEX,124,484,2
2000,CAN,MMR,124,104,0
2000,CAN,MOZ,124,508,84
2000,CAN,MYS,124,458,77
2000,CAN,NGA,124,566,12
2000,CAN,NPL,124,524,0
2000,CAN,PAK,124,586,0
2000,CAN,PER,124,604,0
2000,CAN,PHL,124,608,245
2000,CAN,POL,124,616,1483
2000,CAN,PRK,124,408,23
2000,CAN,RUS,124,643,5812
2000,CAN,SAU,124,682,0
2000,CAN,THA,124,764,1462
2000,CAN,TUR,124,792,625
2000,CAN,TZA,124,834,0
2000,CAN,UGA,124,800,14
2000,CAN,UKR,124,804,136
2000,CAN,USA,124,840,938
2000,CAN,UZB,124,860,0
2000,CAN,VEN,124,862,3389
2000,CAN,VNM,124,704,35
2000,CAN,YEM,124,887,0
2000,CAN,ZAF,124,710,33546
2000,CHN,AFG,156,4,0
2000,CHN,AGO,156,24,0
2000,CHN,ARG,156,32,5233
2000,CHN,AUS,156,36,111130
2000,CHN,BGD,156,50,0
2000,CHN,BRA,156,76,10104
2000,CHN,CAN,156,124,199035
2000,CHN,CHN,156,156,0
2000,CHN,CIV,156,384,0
2000,CHN,CMR,156,120,2
2000,CHN,COD,156,180,0
2000,CHN,COL,156,170,807
2000,CHN,DEU,156,276,38496
2000,CHN,DZA,156,12,1
2000,CHN,EGY,156,818,169
2000,CHN,ESP,156,724,92590
2000,CHN,ETH,156,231,0
2000,CHN,FRA,156,250,46775
2000,CHN,GBR,156,826,36662
2000,CHN,GHA,156,288,116
2000,CHN,IDN,156,360,1046
2000,CHN,IND,156,356,0
2000,CHN,IRN,156,364,0
2000,CHN,IRQ,156,368,0
2000,CHN,ITA,156,380,81154
2000,CHN,JPN,156,392,439313
2000,CHN,KEN,156,404,0
2000,CHN,KOR,156,410,185206
2000,CHN,MAR,156,504,0
2000,CHN,MDG,156,450,1376
2000,CHN,MEX,156,484,2135
2000,CHN,MMR,156,104,0
2000,CHN,MOZ,156,508,0
2000,CHN,MYS,156,458,58
2000,CHN,NGA,156,566,0
2000,CHN,NPL,156,524,0
2000,CHN,PAK,156,586,42
2000,CHN,PER,156,604,116
2000,CHN,PHL,156,608,238
2000,CHN,POL,156,616,768
2000,CHN,PRK,156,408,12592
2000,CHN,RUS,156,643,30479
2000,CHN,SAU,156,682,0
2000,CHN,THA,156,764,29456
2000,CHN,TUR,156,792,477
2000,CHN,TZA,156,834,0
2000,CHN,UGA,156,800,107
2000,CHN,UKR,156,804,3178
2000,CHN,USA,156,840,475012
2000,CHN,UZB,156,860,0
2000,CHN,VEN,156,862,5312
2000,CHN,VNM,156,704,52
2000,CHN,YEM,156,887,0
2000,CHN,ZAF,156,710,10928
2000,CIV,AFG,384,4,0
2000,CIV,AGO,384,24,115
2000,CIV,ARG,384,32,1
2000,CIV,AUS,384,36,692
2000,CIV,BGD,384,50,0
2000,CIV,BRA,384,76,275
2000,CIV,CAN,384,124,5223
2000,CIV,CHN,384,156,0
2000,CIV,CIV,384,384,0
2000,CIV,CMR,384,120,9901
2000,CIV,COD,384,180,0
2000,CIV,COL,384,170,0
2000,CIV,DEU,384,276,3157
2000,CIV,DZA,384,12,34
2000,CIV,EGY,384,818,119
2000,CIV,ESP,384,724,16031
2000,CIV,ETH,384,231,0
2000,CIV,FRA,384,250,85297
2000,CIV,GBR,384,826,10208
2000,CIV,GHA,384,288,47969
2000,CIV,IDN,384,360,0
2000,CIV,IND,384,356,0
2000,CIV,IRN,384,364,0
2000,CIV,IRQ,384,368,6
2000,CIV,ITA,384,380,15316
2000,CIV,JPN,384,392,30
2000,CIV,KEN,384,404,0
2000,CIV,KOR,384,410,6
2000,CIV,MAR,384,504,11
2000,CIV,MDG,384,450,0
2000,CIV,MEX,384,484,10
2000,CIV,MMR,384,104,0
2000,CIV,MOZ,384,508,20
2000,CIV,MYS,384,458,0
2000,CIV,NGA,384,566,22526
2000,CIV,NPL,384,524,0
2000,CIV,PAK,384,586,0
2000,CIV,PER,384,604,0
2000,CIV,PHL,384,608,4
2000,CIV,POL,384,616,41
2000,CIV,PRK,384,408,0
2000,CIV,RUS,384,643,178
2000,CIV,SAU,384,682,0
2000,CIV,THA,384,764,7
2000,CIV,TUR,384,792,14
2000,CIV,TZA,384,834,0
2000,CIV,UGA,384,800,0
2000,CIV,UKR,384,804,0
2000,CIV,USA,384,840,18565
2000,CIV,UZB,384,860,0
2000,CIV,VEN,384,862,5
2000,CIV,VNM,384,704,0
2000,CIV,YEM,384,887,0
2000,CIV,ZAF,384,710,2536
2000,CMR,AFG,120,4,0
2000,CMR,AGO,120,24,6
2000,CMR,ARG,120,32,35
2000,CMR,AUS,120,36,131
2000,CMR,BGD,120,50,0
2000,CMR,BRA,120,76,175
2000,CMR,CAN,120,124,4181
2000,CMR,CHN,120,156,0
2000,CMR,CIV,120,384,0
2000,CMR,CMR,120,120,0
2000,CMR,COD,120,180,0
2000,CMR,COL,120,170,7
2000,CMR,DEU,120,276,8193
2000,CMR,DZA,120,12,14
2000,CMR,EGY,120,818,46
2000,CMR,ESP,120,724,3238
2000,CMR,ETH,120,231,0
2000,CMR,FRA,120,250,46563
2000,CMR,GBR,120,826,4302
2000,CMR,GHA,120,288,82
2000,CMR,IDN,120,360,0
2000,CMR,IND,120,356,0
2000,CMR,IRN,120,364,0
2000,CMR,IRQ,120,368,0
2000,CMR,ITA,120,380,6137
2000,CMR,JPN,120,392,123
2000,CMR,KEN,120,404,0
2000,CMR,KOR,120,410,0
2000,CMR,MAR,120,504,0
2000,CMR,MDG,120,450,496
2000,CMR,MEX,120,484,15
2000,CMR,MMR,120,104,0
2000,CMR,MOZ,120,508,0
2000,CMR,MYS,120,458,0
2000,CMR,NGA,120,566,9384
2000,CMR,NPL,120,524,0
2000,CMR,PAK,120,586,0
2000,CMR,PER,120,604,0
2000,CMR,PHL,120,608,11
2000,CMR,POL,120,616,164
2000,CMR,PRK,120,408,0
2000,CMR,RUS,120,643,261
2000,CMR,SAU,120,682,0
2000,CMR,THA,120,764,0
2000,CMR,TUR,120,792,0
2000,CMR,TZA,120,834,0
2000,CMR,UGA,120,800,0
2000,CMR,UKR,120,804,0
2000,CMR,USA,120,840,11442
2000,CMR,UZB,120,860,0
2000,CMR,VEN,120,862,6
2000,CMR,VNM,120,704,0
2000,CMR,YEM,120,887,0
2000,CMR,ZAF,120,710,1570
2000,COD,AFG,180,4,0
2000,COD,AGO,180,24,56199
2000,COD,ARG,180,32,0
2000,COD,AUS,180,36,1874
2000,COD,BGD,180,50,0
2000,COD,BRA,180,76,167
2000,COD,CAN,180,124,3674
2000,COD,CHN,180,156,0
2000,COD,CIV,180,384,0
2000,COD,CMR,180,120,4138
2000,COD,COD,180,180,0
2000,COD,COL,180,170,1
2000,COD,DEU,180,276,0
2000,COD,DZA,180,12,169
2000,COD,EGY,180,818,960
2000,COD,ESP,180,724,87
2000,COD,ETH,180,231,0
2000,COD,FRA,180,250,15930
2000,COD,GBR,180,826,3926
2000,COD,GHA,180,288,12
2000,COD,IDN,180,360,0
2000,COD,IND,180,356,0
2000,COD,IRN,180,364,0
2000,COD,IRQ,180,368,0
2000,COD,ITA,180,380,1639
2000,COD,JPN,180,392,0
2000,COD,KEN,180,404,1961
2000,COD,KOR,180,410,0
2000,COD,MAR,180,504,0
2000,COD,MDG,180,450,0
2000,COD,MEX,180,484,19
2000,COD,MMR,180,104,0
2000,COD,MOZ,180,508,881
2000,COD,MYS,180,458,0
2000,COD,NGA,180,566,0
2000,COD,NPL,180,524,0
2000,COD,PAK,180,586,0
2000,COD,PER,180,604,0
2000,COD,PHL,180,608,12
2000,COD,POL,180,616,8
2000,COD,PRK,180,408,0
2000,COD,RUS,180,643,19
2000,COD,SAU,180,682,0
2000,COD,THA,180,764,5
2000,COD,TUR,180,792,1
2000,COD,TZA,180,834,2188
2000,COD,UGA,180,800,8121
2000,COD,UKR,180,804,0
2000,COD,USA,180,840,6228
2000,COD,UZB,180,860,0
2000,COD,VEN,180,862,3
2000,COD,VNM,180,704,0
2000,COD,YEM,180,887,0
2000,COD,ZAF,180,710,14355
2000,COL,AFG,170,4,0
2000,COL,AGO,170,24,0
2000,COL,ARG,170,32,9
2000,COL,AUS,170,36,261
2000,COL,BGD,170,50,0
2000,COL,BRA,170,76,880
2000,COL,CAN,170,124,3128
2000,COL,CHN,170,156,0
2000,COL,CIV,170,384,0
2000,COL,CMR,170,120,0
2000,COL,COD,170,180,0
2000,COL,COL,170,170,0
2000,COL,DEU,170,276,1861
2000,COL,DZA,170,12,0
2000,COL,EGY,170,818,0
2000,COL,ESP,170,724,120080
2000,COL,ETH,170,231,0
2000,COL,FRA,170,250,2057
2000,COL,GBR,170,826,1040
2000,COL,GHA,170,288,0
2000,COL,IDN,170,360,0
2000,COL,IND,170,356,0
2000,COL,IRN,170,364,0
2000,COL,IRQ,170,368,0
2000,COL,ITA,170,380,3569
2000,COL,JPN,170,392,0
2000,COL,KEN,170,404,0
2000,COL,KOR,170,410,0
2000,COL,MAR,170,504,0
2000,COL,MDG,170,450,0
2000,COL,MEX,170,484,0
2000,COL,MMR,170,104,0
2000,COL,MOZ,170,508,0
2000,COL,MYS,170,458,0
2000,COL,NGA,170,566,0
2000,COL,NPL,170,524,0
2000,COL,PAK,170,586,0
2000,COL,PER,170,604,0
2000,COL,PHL,170,608,0
2000,COL,POL,170,616,24
2000,COL,PRK,170,408,0
2000,COL,RUS,170,643,2
2000,COL,SAU,170,682,0
2000,COL,THA,170,764,0
2000,COL,TUR,170,792,0
2000,COL,TZA,170,834,0
2000,COL,UGA,170,800,0
2000,COL,UKR,170,804,0
2000,COL,USA,170,840,3
2000,COL,UZB,170,860,0
2000,COL,VEN,170,862,163
2000,COL,VNM,170,704,0
2000,COL,YEM,170,887,0
2000,COL,ZAF,170,710,124
2000,DEU,AFG,276,4,0
2000,DEU,AGO,276,24,326
2000,DEU,ARG,276,32,686
2000,DEU,AUS,276,36,8979
2000,DEU,BGD,276,50,0
2000,DEU,BRA,276,76,3372
2000,DEU,CAN,276,124,10683
2000,DEU,CHN,276,156,0
2000,DEU,CIV,276,384,0
2000,DEU,CMR,276,120,498
2000,DEU,COD,276,180,0
2000,DEU,COL,276,170,387
2000,DEU,DEU,276,276,0
2000,DEU,DZA,276,12,907
2000,DEU,EGY,276,818,774
2000,DEU,ESP,276,724,91873
2000,DEU,ETH,276,231,0
2000,DEU,FRA,276,250,98223
2000,DEU,GBR,276,826,32402
2000,DEU,GHA,276,288,669
2000,DEU,IDN,276,360,33
2000,DEU,IND,276,356,0
2000,DEU,IRN,276,364,845
2000,DEU,IRQ,276,368,91
2000,DEU,ITA,276,380,106755
2000,DEU,JPN,276,392,2238
2000,DEU,KEN,276,404,14
2000,DEU,KOR,276,410,0
2000,DEU,MAR,276,504,93
2000,DEU,MDG,276,450,0
2000,DEU,MEX,276,484,8
2000,DEU,MMR,276,104,0
2000,DEU,MOZ,276,508,66
2000,DEU,MYS,276,458,14
2000,DEU,NGA,276,566,0
2000,DEU,NPL,276,524,0
2000,DEU,PAK,276,586,0
2000,DEU,PER,276,604,0
2000,DEU,PHL,276,608,669
2000,DEU,POL,276,616,35429
2000,DEU,PRK,276,408,4
2000,DEU,RUS,276,643,173429
2000,DEU,SAU,276,682,0
2000,DEU,THA,276,764,12
2000,DEU,TUR,276,792,41231
2000,DEU,TZA,276,834,10
2000,DEU,UGA,276,800,64
2000,DEU,UKR,276,804,554
2000,DEU,USA,276,840,6014
2000,DEU,UZB,276,860,2512
2000,DEU,VEN,276,862,1487
2000,DEU,VNM,276,704,1
2000,DEU,YEM,276,887,0
2000,DEU,ZAF,276,710,25006
2000,DZA,AFG,12,4,0
2000,DZA,AGO,12,24,0
2000,DZA,ARG,12,32,0
2000,DZA,AUS,12,36,0
2000,DZA,BGD,12,50,0
2000,DZA,BRA,12,76,64
2000,DZA,CAN,12,124,1946
2000,DZA,CHN,12,156,0
2000,DZA,CIV,12,384,0
2000,DZA,CMR,12,120,0
2000,DZA,COD,12,180,0
2000,DZA,COL,12,170,0
2000,DZA,DEU,12,276,0
2000,DZA,DZA,12,12,0
2000,DZA,EGY,12,818,0
2000,DZA,ESP,12,724,19153
2000,DZA,ETH,12,231,0
2000,DZA,FRA,12,250,179032
2000,DZA,GBR,12,826,643
2000,DZA,GHA,12,288,1
2000,DZA,IDN,12,360,0
2000,DZA,IND,12,356,0
2000,DZA,IRN,12,364,0
2000,DZA,IRQ,12,368,0
2000,DZA,ITA,12,380,0
2000,DZA,JPN,12,392,0
2000,DZA,KEN,12,404,0
2000,DZA,KOR,12,410,0
2000,DZA,MAR,12,504,0
2000,DZA,MDG,12,450,0
2000,DZA,MEX,12,484,0
2000,DZA,MMR,12,104,0
2000,DZA,MOZ,12,508,0
2000,DZA,MYS,12,458,0
2000,DZA,NGA,12,566,0
2000,DZA,NPL,12,524,0
2000,DZA,PAK,12,586,0
2000,DZA,PER,12,604,0
2000,DZA,PHL,12,608,0
2000,DZA,POL,12,616,52
2000,DZA,PRK,12,408,0
2000,DZA,RUS,12,643,0
2000,DZA,SAU,12,682,0
2000,DZA,THA,12,764,0
2000,DZA,TUR,12,792,0
2000,DZA,TZA,12,834,0
2000,DZA,UGA,12,800,0
2000,DZA,UKR,12,804,0
2000,DZA,USA,12,840,0
2000,DZA,UZB,12,860,0
2000,DZA,VEN,12,862,0
2000,DZA,VNM,12,704,0
2000,DZA,YEM,12,887,0
2000,DZA,ZAF,12,710,72
2000,EGY,AFG,818,4,1
2000,EGY,AGO,818,24,1
2000,EGY,ARG,818,32,0
2000,EGY,AUS,818,36,3216
2000,EGY,BGD,818,50,0
2000,EGY,BRA,818,76,642
2000,EGY,CAN,818,124,6684
2000,EGY,CHN,818,156,0
2000,EGY,CIV,818,384,0
2000,EGY,CMR,818,120,3
2000,EGY,COD,818,180,0
2000,EGY,COL,818,170,24
2000,EGY,DEU,818,276,3950
2000,EGY,DZA,818,12,2
2000,EGY,EGY,818,818,0
2000,EGY,ESP,818,724,1291
2000,EGY,ETH,818,231,0
2000,EGY,FRA,818,250,6168
2000,EGY,GBR,818,826,3363
2000,EGY,GHA,818,288,17
2000,EGY,IDN,818,360,0
2000,EGY,IND,818,356,0
2000,EGY,IRN,818,364,10
2000,EGY,IRQ,818,368,1983
2000,EGY,ITA,818,380,23033
2000,EGY,JPN,818,392,374
2000,EGY,KEN,818,404,0
2000,EGY,KOR,818,410,0
2000,EGY,MAR,818,504,137
2000,EGY,MDG,818,450,17
2000,EGY,MEX,818,484,0
2000,EGY,MMR,818,104,0
2000,EGY,MOZ,818,508,0
2000,EGY,MYS,818,458,0
2000,EGY,NGA,818,566,2
2000,EGY,NPL,818,524,0
2000,EGY,PAK,818,586,0
2000,EGY,PER,818,604,0
2000,EGY,PHL,818,608,0
2000,EGY,POL,818,616,160
2000,EGY,PRK,818,408,0
2000,EGY,RUS,818,643,1232
2000,EGY,SAU,818,682,7030
2000,EGY,THA,818,764,0
2000,EGY,TUR,818,792,82
2000,EGY,TZA,818,834,0
2000,EGY,UGA,818,800,0
2000,EGY,UKR,818,804,4
2000,EGY,USA,818,840,10744
2000,EGY,UZB,818,860,0
2000,EGY,VEN,818,862,27
2000,EGY,VNM,818,704,0
2000,EGY,YEM,818,887,187
2000,EGY,ZAF,818,710,1323
2000,ESP,AFG,724,4,26
2000,ESP,AGO,724,24,5
2000,ESP,ARG,724,32,0
2000,ESP,AUS,724,36,85
2000,ESP,BGD,724,50,0
2000,ESP,BRA,724,76,13
2000,ESP,CAN,724,124,348
2000,ESP,CHN,724,156,0
2000,ESP,CIV,724,384,0
2000,ESP,CMR,724,120,345
2000,ESP,COD,724,180,18
2000,ESP,COL,724,170,0
2000,ESP,DEU,724,276,174
2000,ESP,DZA,724,12,104
2000,ESP,EGY,724,818,19
2000,ESP,ESP,724,724,0
2000,ESP,ETH,724,231,0
2000,ESP,FRA,724,250,1847
2000,ESP,GBR,724,826,1113
2000,ESP,GHA,724,288,249
2000,ESP,IDN,724,360,3
2000,ESP,IND,724,356,0
2000,ESP,IRN,724,364,61
2000,ESP,IRQ,724,368,0
2000,ESP,ITA,724,380,243
2000,ESP,JPN,724,392,3
2000,ESP,KEN,724,404,9
2000,ESP,KOR,724,410,10
2000,ESP,MAR,724,504,4
2000,ESP,MDG,724,450,0
2000,ESP,MEX,724,484,0
2000,ESP,MMR,724,104,0
2000,ESP,MOZ,724,508,12
2000,ESP,MYS,724,458,3
2000,ESP,NGA,724,566,14
2000,ESP,NPL,724,524,0
2000,ESP,PAK,724,586,0
2000,ESP,PER,724,604,0
2000,ESP,PHL,724,608,0
2000,ESP,POL,724,616,5
2000,ESP,PRK,724,408,0
2000,ESP,RUS,724,643,650
2000,ESP,SAU,724,682,4
2000,ESP,THA,724,764,162
2000,ESP,TUR,724,792,4
2000,ESP,TZA,724,834,1
